date,district,pincode,age_0_5,age_5_17,age_18_greater,demo_age_5_17,demo_age_17_,bio_age_5_17,bio_age_17_
26-10-2025,South West Delhi,110030,0,1,0,0,1,2,0
26-10-2025,South West Delhi,110037,3,0,1,4,32,0,2
26-10-2025,South West Delhi,110038,1,1,0,1,3,0,1
26-10-2025,South West Delhi,110043,6,8,0,5,73,6,6
26-10-2025,South West Delhi,110045,8,0,1,6,59,20,28
26-10-2025,South West Delhi,110046,2,0,0,0,25,3,8
26-10-2025,South West Delhi,110057,2,0,0,0,6,0,0
26-10-2025,South West Delhi,110061,1,0,1,2,10,0,0
26-10-2025,South West Delhi,110064,2,0,0,4,14,0,0
26-10-2025,South West Delhi,110067,1,3,0,0,11,0,4
26-10-2025,South West Delhi,110070,2,0,0,2,15,0,0
26-10-2025,South West Delhi,110071,2,1,0,3,16,0,0
26-10-2025,South West Delhi,110073,3,0,0,0,11,26,28
26-10-2025,South West Delhi,110075,2,0,0,4,17,0,6
26-10-2025,South West Delhi,110077,4,0,0,5,28,0,2
26-10-2025,South West Delhi,110078,3,1,0,4,34,16,6
26-10-2025,West Delhi,110015,9,0,0,2,40,3,9
26-10-2025,West Delhi,110018,2,1,1,8,87,4,11
26-10-2025,West Delhi,110027,5,0,0,5,52,0,0
26-10-2025,West Delhi,110041,8,5,0,17,101,11,12
26-10-2025,West Delhi,110043,5,2,0,2,17,0,0
26-10-2025,West Delhi,110058,2,0,0,0,18,0,0
26-10-2025,West Delhi,110059,16,3,0,13,200,0,0
26-10-2025,West Delhi,110063,3,0,0,1,30,2,0
26-10-2025,West Delhi,110087,1,0,0,0,21,0,0
26-12-2025,Central Delhi,110002,4,0,0,3,33,29,54
26-12-2025,Central Delhi,110003,0,0,1,0,24,0,0
26-12-2025,Central Delhi,110005,2,3,0,4,40,0,0
26-12-2025,Central Delhi,110008,6,1,0,4,56,0,0
26-12-2025,Central Delhi,110012,3,0,0,0,0,4,7
26-12-2025,Central Delhi,110055,2,1,0,1,28,10,19
26-12-2025,East Delhi,110031,1,0,0,3,56,26,39
26-12-2025,East Delhi,110032,2,1,0,0,44,0,44
26-12-2025,East Delhi,110051,2,2,0,3,56,17,17
26-12-2025,East Delhi,110053,1,0,0,4,16,28,6
26-12-2025,East Delhi,110091,8,1,0,10,97,28,40
26-12-2025,East Delhi,110092,6,4,0,0,0,40,54
26-12-2025,East Delhi,110094,1,0,0,0,1,0,3
26-12-2025,East Delhi,110095,7,1,0,2,74,306,226
26-12-2025,East Delhi,110096,7,3,0,12,92,47,31
26-12-2025,New Delhi,110001,2,2,0,3,21,7,2
26-12-2025,New Delhi,110021,1,1,0,0,8,0,0
26-12-2025,North Delhi,110006,16,1,0,9,110,0,0
26-12-2025,North Delhi,110007,1,1,0,2,50,24,36
26-12-2025,North Delhi,110054,2,0,0,2,42,18,22
26-12-2025,North Delhi,110084,19,4,0,15,152,0,0
26-12-2025,North East,110053,1,0,0,1,39,0,0
26-12-2025,North East,110093,1,0,0,0,0,7,41
26-12-2025,North East,110094,10,3,0,2,136,4,196
26-12-2025,North East Delhi,110032,5,0,0,5,28,0,0
26-12-2025,North East Delhi,110053,15,9,0,11,141,0,0
26-12-2025,North East Delhi,110093,5,0,0,14,76,0,0
26-12-2025,North East Delhi,110094,28,9,0,26,273,207,191
26-12-2025,North West Delhi,110009,6,0,0,0,0,17,23
26-12-2025,North West Delhi,110033,10,3,0,13,67,66,78
26-12-2025,North West Delhi,110034,8,3,0,3,85,41,23
26-12-2025,North West Delhi,110035,2,1,0,4,37,15,16
26-12-2025,North West Delhi,110036,3,3,0,0,0,39,32
26-12-2025,North West Delhi,110039,7,0,0,0,0,36,63
26-12-2025,North West Delhi,110040,5,4,0,14,158,90,94
26-12-2025,North West Delhi,110042,17,6,0,14,149,81,158
26-12-2025,North West Delhi,110052,3,1,0,4,55,24,19
26-12-2025,North West Delhi,110056,1,1,0,0,10,6,0
26-12-2025,North West Delhi,110081,3,1,0,5,51,30,64
26-12-2025,North West Delhi,110082,2,0,0,2,16,16,23
26-12-2025,North West Delhi,110083,6,2,0,4,33,32,50
26-12-2025,North West Delhi,110085,17,0,0,0,0,61,86
26-12-2025,North West Delhi,110086,32,7,0,26,213,0,0
26-12-2025,North West Delhi,110088,4,0,0,0,0,30,29
26-12-2025,North West Delhi,110089,3,0,0,3,32,7,30
26-12-2025,Shahdara,110032,2,0,0,8,124,2,32
26-12-2025,Shahdara,110093,0,1,0,2,54,12,30
26-12-2025,Shahdara,110095,1,1,0,6,54,10,12
26-12-2025,South Delhi,110003,3,0,0,0,0,0,3
26-12-2025,South Delhi,110013,3,1,0,0,22,8,14
26-12-2025,South Delhi,110014,1,0,0,6,54,26,16
26-12-2025,South Delhi,110016,2,0,0,0,28,16,20
26-12-2025,South Delhi,110017,11,2,3,3,49,19,22
26-12-2025,South Delhi,110019,18,1,0,5,65,0,0
26-12-2025,South Delhi,110020,4,1,0,2,66,24,46
26-12-2025,South Delhi,110025,28,4,1,8,100,24,48
26-12-2025,South Delhi,110030,3,3,1,2,45,0,0
26-12-2025,South Delhi,110044,16,1,0,12,130,63,66
26-12-2025,South Delhi,110047,1,1,0,0,10,16,19
26-12-2025,South Delhi,110048,5,0,0,0,22,20,22
26-12-2025,South Delhi,110062,25,4,1,12,133,80,103
26-12-2025,South Delhi,110065,2,0,0,2,78,36,60
26-12-2025,South Delhi,110068,1,2,0,1,29,8,14
26-12-2025,South Delhi,110074,4,0,0,0,0,23,30
26-12-2025,South Delhi,110076,3,0,0,0,39,9,14
26-12-2025,South Delhi,110080,2,0,0,2,35,0,0
26-12-2025,South East Delhi,110025,2,0,0,0,21,0,4
26-12-2025,South West Delhi,110010,1,0,0,3,15,0,0
26-12-2025,South West Delhi,110021,1,0,0,0,8,0,0
26-12-2025,South West Delhi,110022,2,1,0,2,24,2,8
26-12-2025,South West Delhi,110023,3,1,0,2,20,6,6
26-12-2025,South West Delhi,110028,2,0,0,2,34,6,18
26-12-2025,South West Delhi,110029,0,1,0,0,8,3,4
26-12-2025,South West Delhi,110037,7,4,0,2,70,46,48
26-12-2025,South West Delhi,110043,4,1,0,11,120,0,0
26-12-2025,South West Delhi,110045,4,4,0,7,103,43,51
26-12-2025,South West Delhi,110046,4,1,0,4,35,21,28
26-12-2025,South West Delhi,110057,0,1,0,2,8,0,0
26-12-2025,South West Delhi,110064,1,0,0,1,21,0,0
26-12-2025,South West Delhi,110067,0,1,0,1,15,11,6
26-12-2025,South West Delhi,110070,3,1,0,4,45,19,15
26-12-2025,South West Delhi,110071,3,0,0,0,0,11,10
26-12-2025,South West Delhi,110072,2,0,0,1,10,0,0
26-12-2025,South West Delhi,110073,3,0,0,1,6,5,3
26-12-2025,South West Delhi,110075,3,2,0,5,47,16,18
26-12-2025,South West Delhi,110077,4,2,0,1,48,0,0
26-12-2025,South West Delhi,110078,6,0,1,3,46,0,0
26-12-2025,West Delhi,110015,3,0,0,4,46,0,0
26-12-2025,West Delhi,110018,8,3,0,12,109,0,0
26-12-2025,West Delhi,110026,1,1,0,0,15,0,0
26-12-2025,West Delhi,110027,3,4,0,2,44,28,32
26-12-2025,West Delhi,110041,17,4,0,44,266,136,174
26-12-2025,West Delhi,110043,3,0,0,1,22,9,11
26-12-2025,West Delhi,110058,1,0,0,0,0,6,11
26-12-2025,West Delhi,110059,34,5,1,28,588,164,164
26-12-2025,West Delhi,110063,3,1,0,3,46,20,18
26-12-2025,West Delhi,110087,4,0,0,1,24,0,0
27-09-2025,Central Delhi,110003,2,0,0,0,0,0,0
27-09-2025,Central Delhi,110005,1,1,0,0,0,0,0
27-09-2025,Central Delhi,110008,1,0,0,0,0,20,34
27-09-2025,Central Delhi,110011,1,0,0,0,0,4,0
27-09-2025,Central Delhi,110055,1,0,0,0,0,22,40
27-09-2025,East Delhi,110031,2,0,0,0,0,8,17
27-09-2025,East Delhi,110032,1,0,0,0,0,0,0
27-09-2025,East Delhi,110051,2,0,0,0,0,15,8
27-09-2025,East Delhi,110091,10,3,0,0,0,66,86
27-09-2025,East Delhi,110092,2,3,0,0,0,60,42
27-09-2025,East Delhi,110095,5,0,0,0,0,56,92
27-09-2025,East Delhi,110096,5,0,0,0,0,31,34
27-09-2025,New Delhi,110001,1,0,0,0,0,6,8
27-09-2025,North Delhi,110006,3,0,0,0,0,24,26
27-09-2025,North Delhi,110084,5,1,0,0,0,0,0
27-09-2025,North East,110053,0,1,0,0,0,2,49
27-09-2025,North East,110094,2,0,0,0,0,18,134
27-09-2025,North East Delhi,110032,1,0,0,0,0,0,0
27-09-2025,North East Delhi,110053,2,0,0,0,0,160,164
27-09-2025,North East Delhi,110093,4,1,0,0,0,88,76
27-09-2025,North East Delhi,110094,5,0,0,0,0,105,110
27-09-2025,North West Delhi,110009,0,1,0,0,0,18,28
27-09-2025,North West Delhi,110033,2,0,0,0,0,58,80
27-09-2025,North West Delhi,110035,0,1,0,0,0,26,34
27-09-2025,North West Delhi,110036,2,0,0,0,0,24,62
27-09-2025,North West Delhi,110039,3,1,1,0,0,0,0
27-09-2025,North West Delhi,110040,1,0,0,0,0,12,27
27-09-2025,North West Delhi,110042,1,0,0,0,0,170,198
27-09-2025,North West Delhi,110052,1,0,0,0,0,52,44
27-09-2025,North West Delhi,110081,2,1,0,0,0,166,100
27-09-2025,North West Delhi,110082,1,0,0,0,0,12,14
27-09-2025,North West Delhi,110083,1,0,0,0,0,56,74
27-09-2025,North West Delhi,110085,3,3,0,0,0,0,0
27-09-2025,North West Delhi,110086,8,3,0,0,0,382,324
27-09-2025,North West Delhi,110088,1,3,0,0,0,0,0
27-09-2025,Shahdara,110032,0,1,0,0,0,4,12
27-09-2025,South Delhi,110003,0,1,0,0,0,0,0
27-09-2025,South Delhi,110014,1,0,0,0,0,10,6
27-09-2025,South Delhi,110016,0,1,0,0,0,4,4
27-09-2025,South Delhi,110017,3,0,0,0,0,64,32
27-09-2025,South Delhi,110019,1,1,0,0,0,34,42
27-09-2025,South Delhi,110024,0,2,0,0,0,5,7
27-09-2025,South Delhi,110025,3,2,0,0,0,56,54
27-09-2025,South Delhi,110030,3,0,0,0,0,42,22
27-09-2025,South Delhi,110044,7,0,0,0,0,0,0
27-09-2025,South Delhi,110048,1,1,0,0,0,4,10
27-09-2025,South Delhi,110049,1,0,0,0,0,3,5
27-09-2025,South Delhi,110062,11,2,1,0,0,0,0
27-09-2025,South Delhi,110065,3,0,0,0,0,9,10
27-09-2025,South Delhi,110074,4,6,0,0,0,0,0
27-09-2025,South Delhi,110076,4,1,0,0,0,26,36
27-09-2025,South West Delhi,110010,0,1,0,0,0,7,6
27-09-2025,South West Delhi,110022,0,1,0,0,0,7,5
27-09-2025,South West Delhi,110023,3,1,0,0,0,8,3
27-09-2025,South West Delhi,110029,2,0,0,0,0,0,0
27-09-2025,South West Delhi,110037,2,1,0,0,0,0,0
27-09-2025,South West Delhi,110043,5,2,0,0,0,46,50
27-09-2025,South West Delhi,110045,2,0,0,0,0,82,94
27-09-2025,South West Delhi,110046,2,1,0,0,0,24,23
27-09-2025,South West Delhi,110057,0,1,0,0,0,9,4
27-09-2025,South West Delhi,110064,0,1,0,0,0,28,18
27-09-2025,South West Delhi,110070,1,0,0,0,0,0,0
27-09-2025,South West Delhi,110071,2,1,0,0,0,0,0
27-09-2025,South West Delhi,110073,1,0,0,0,0,20,16
27-09-2025,South West Delhi,110075,2,1,0,0,0,0,0
27-09-2025,South West Delhi,110077,1,0,0,0,0,48,24
27-09-2025,South West Delhi,110078,0,1,0,0,0,30,34
27-09-2025,West Delhi,110015,2,0,0,0,0,54,64
27-09-2025,West Delhi,110018,2,1,0,0,0,30,41
27-09-2025,West Delhi,110027,0,1,0,0,0,0,0
27-09-2025,West Delhi,110041,6,0,0,0,0,102,94
27-09-2025,West Delhi,110059,29,3,0,0,0,230,286
27-09-2025,West Delhi,110063,1,0,0,0,0,0,0
27-10-2025,Central Delhi,110002,4,2,0,0,13,0,18
27-10-2025,Central Delhi,110005,1,0,0,0,13,4,31
27-10-2025,Central Delhi,110008,4,1,0,0,48,24,78
27-10-2025,Central Delhi,110011,1,0,0,0,0,0,0
27-10-2025,Central Delhi,110012,2,0,0,2,16,0,10
27-10-2025,Central Delhi,110055,1,0,1,0,13,7,12
27-10-2025,East Delhi,110031,1,0,0,1,16,0,0
27-10-2025,East Delhi,110051,2,0,0,1,25,0,0
27-10-2025,East Delhi,110053,1,0,0,0,4,0,0
27-10-2025,East Delhi,110091,5,2,0,12,86,42,64
27-10-2025,East Delhi,110092,9,1,1,3,75,0,0
27-10-2025,East Delhi,110095,0,1,0,2,10,0,0
27-10-2025,East Delhi,110096,6,1,0,3,43,0,0
27-10-2025,New Delhi,110001,1,0,0,0,10,6,12
27-10-2025,New Delhi,110011,0,0,1,0,0,0,0
27-10-2025,North Delhi,110006,6,2,0,0,72,12,40
27-10-2025,North Delhi,110007,2,0,0,2,48,22,34
27-10-2025,North Delhi,110084,4,1,0,8,112,46,44
27-10-2025,North East,110053,3,4,0,3,16,0,0
27-10-2025,North East,110093,1,0,0,0,6,0,0
27-10-2025,North East,110094,3,3,0,2,25,0,35
27-10-2025,North East Delhi,110032,1,0,0,0,9,0,0
27-10-2025,North East Delhi,110053,13,2,0,8,65,28,26
27-10-2025,North East Delhi,110090,1,0,0,0,0,0,0
27-10-2025,North East Delhi,110093,7,1,0,2,22,8,20
27-10-2025,North East Delhi,110094,11,5,0,9,104,0,0
27-10-2025,North West Delhi,110009,1,0,0,1,17,5,4
27-10-2025,North West Delhi,110033,0,1,0,4,72,28,30
27-10-2025,North West Delhi,110034,7,2,0,4,29,0,0
27-10-2025,North West Delhi,110035,1,2,1,3,15,0,0
27-10-2025,North West Delhi,110039,2,2,0,6,33,0,0
27-10-2025,North West Delhi,110040,4,1,0,9,29,13,19
27-10-2025,North West Delhi,110042,13,2,0,5,51,0,0
27-10-2025,North West Delhi,110052,3,0,0,2,26,0,0
27-10-2025,North West Delhi,110081,3,0,0,3,21,4,18
27-10-2025,North West Delhi,110082,3,0,0,0,8,0,0
27-10-2025,North West Delhi,110083,2,1,0,1,13,0,0
27-10-2025,North West Delhi,110085,9,1,0,5,75,46,78
27-10-2025,North West Delhi,110086,6,3,0,8,93,0,0
27-10-2025,North West Delhi,110088,2,1,0,1,16,8,24
27-10-2025,North West Delhi,110089,1,0,0,2,18,22,40
27-10-2025,Shahdara,110093,0,0,1,1,11,0,4
27-10-2025,South Delhi,110014,1,0,0,1,8,12,16
27-10-2025,South Delhi,110016,1,0,0,2,8,0,0
27-10-2025,South Delhi,110017,2,0,0,4,42,16,16
27-10-2025,South Delhi,110019,8,1,0,2,40,0,0
27-10-2025,South Delhi,110020,0,1,0,4,13,8,12
27-10-2025,South Delhi,110025,4,3,0,5,43,20,50
27-10-2025,South Delhi,110030,5,1,1,2,44,12,10
27-10-2025,South Delhi,110044,9,2,0,4,60,26,55
27-10-2025,South Delhi,110048,1,0,2,1,6,0,2
27-10-2025,South Delhi,110062,8,3,0,5,61,0,0
27-10-2025,South Delhi,110065,6,2,1,0,10,10,18
27-10-2025,South Delhi,110068,2,0,0,2,15,0,0
27-10-2025,South Delhi,110074,3,1,0,1,32,0,0
27-10-2025,South Delhi,110076,2,1,0,2,21,10,34
27-10-2025,South Delhi,110080,1,0,0,0,10,2,10
27-10-2025,South West Delhi,110016,0,1,0,0,4,0,6
27-10-2025,South West Delhi,110021,0,0,1,0,2,0,0
27-10-2025,South West Delhi,110023,2,0,1,0,10,2,2
27-10-2025,South West Delhi,110028,0,2,0,0,7,8,8
27-10-2025,South West Delhi,110029,0,0,2,0,8,3,3
27-10-2025,South West Delhi,110037,0,1,0,4,28,0,0
27-10-2025,South West Delhi,110038,1,1,0,0,4,0,0
27-10-2025,South West Delhi,110043,11,1,0,5,52,0,0
27-10-2025,South West Delhi,110045,6,1,1,5,38,32,42
27-10-2025,South West Delhi,110046,1,1,0,6,40,8,10
27-10-2025,South West Delhi,110061,1,1,0,0,5,10,12
27-10-2025,South West Delhi,110066,0,1,0,0,2,0,0
27-10-2025,South West Delhi,110067,0,1,0,1,9,2,3
27-10-2025,South West Delhi,110072,1,0,0,0,6,0,8
27-10-2025,South West Delhi,110073,1,1,0,1,6,2,2
27-10-2025,South West Delhi,110075,2,0,2,1,19,0,0
27-10-2025,South West Delhi,110077,4,0,0,5,30,10,28
27-10-2025,South West Delhi,110078,2,1,0,2,21,0,0
27-10-2025,West Delhi,110015,3,0,0,3,25,30,30
27-10-2025,West Delhi,110018,6,2,0,3,51,30,42
27-10-2025,West Delhi,110027,2,2,0,3,28,5,15
27-10-2025,West Delhi,110041,6,1,0,20,152,50,64
27-10-2025,West Delhi,110043,1,1,0,0,16,2,2
27-10-2025,West Delhi,110058,2,0,0,1,9,0,0
27-10-2025,West Delhi,110059,21,3,2,9,154,0,0
27-10-2025,West Delhi,110087,2,0,0,0,10,0,0
27-12-2025,Central Delhi,110002,8,0,0,0,0,0,0
27-12-2025,Central Delhi,110003,1,3,0,1,19,10,7
27-12-2025,Central Delhi,110005,9,0,0,3,46,22,15
27-12-2025,Central Delhi,110008,5,1,0,8,43,52,32
27-12-2025,Central Delhi,110012,2,0,0,0,12,3,6
27-12-2025,Central Delhi,110055,4,2,0,1,18,16,25
27-12-2025,East Delhi,110031,8,2,0,0,0,0,0
27-12-2025,East Delhi,110032,2,0,0,0,24,0,0
27-12-2025,East Delhi,110051,7,1,0,0,0,0,0
27-12-2025,East Delhi,110053,1,0,0,1,7,36,4
27-12-2025,East Delhi,110091,7,4,0,14,135,0,0
27-12-2025,East Delhi,110092,9,4,0,0,0,0,0
27-12-2025,East Delhi,110095,3,0,0,2,64,370,234
27-12-2025,East Delhi,110096,18,4,0,14,132,70,36
27-12-2025,New Delhi,110001,0,1,0,3,13,30,12
27-12-2025,New Delhi,110021,0,1,0,0,18,10,2
27-12-2025,North Delhi,110006,21,5,0,0,0,0,0
27-12-2025,North Delhi,110007,6,1,0,6,43,62,46
27-12-2025,North Delhi,110054,1,0,0,1,19,0,0
27-12-2025,North Delhi,110084,16,6,0,34,268,212,164
27-12-2025,North East,110053,7,0,0,0,51,0,0
27-12-2025,North East,110093,4,0,0,1,20,0,0
27-12-2025,North East,110094,5,2,0,1,72,0,0
27-12-2025,North East Delhi,110032,4,0,0,3,34,78,26
27-12-2025,North East Delhi,110053,17,5,0,46,288,484,368
27-12-2025,North East Delhi,110093,14,1,0,0,0,0,0
27-12-2025,North East Delhi,110094,24,8,0,74,536,424,318
27-12-2025,North West Delhi,110009,4,2,0,3,36,22,25
27-12-2025,North West Delhi,110033,16,4,0,1,54,56,58
27-12-2025,North West Delhi,110034,3,6,0,0,0,0,0
27-12-2025,North West Delhi,110035,8,3,0,0,37,0,0
27-12-2025,North West Delhi,110036,13,0,0,4,35,70,82
27-12-2025,North West Delhi,110039,7,1,0,9,68,0,0
27-12-2025,North West Delhi,110040,4,5,0,0,0,0,0
27-12-2025,North West Delhi,110042,28,7,0,18,266,200,274
27-12-2025,North West Delhi,110052,1,1,0,3,46,80,42
27-12-2025,North West Delhi,110056,0,1,0,0,8,6,2
27-12-2025,North West Delhi,110081,8,0,0,7,55,82,134
27-12-2025,North West Delhi,110082,5,1,0,0,0,0,0
27-12-2025,North West Delhi,110083,11,1,0,4,56,76,108
27-12-2025,North West Delhi,110085,29,1,0,19,144,65,56
27-12-2025,North West Delhi,110086,38,3,0,32,196,278,321
27-12-2025,North West Delhi,110088,8,1,0,8,62,52,78
27-12-2025,North West Delhi,110089,3,0,0,0,0,0,0
27-12-2025,Shahdara,110032,2,2,0,5,61,0,0
27-12-2025,Shahdara,110093,1,3,0,1,21,12,14
27-12-2025,Shahdara,110095,1,2,0,5,35,0,0
27-12-2025,South Delhi,110013,0,1,0,0,0,0,0
27-12-2025,South Delhi,110014,2,1,0,1,17,32,12
27-12-2025,South Delhi,110016,5,1,0,0,20,18,12
27-12-2025,South Delhi,110017,9,1,0,2,62,66,42
27-12-2025,South Delhi,110019,8,1,0,0,0,0,0
27-12-2025,South Delhi,110020,3,0,0,0,48,30,26
27-12-2025,South Delhi,110024,2,1,0,0,0,0,0
27-12-2025,South Delhi,110025,14,6,0,10,198,76,110
27-12-2025,South Delhi,110030,2,1,0,0,0,0,0
27-12-2025,South Delhi,110044,20,5,0,11,121,0,0
27-12-2025,South Delhi,110047,1,1,0,2,13,14,11
27-12-2025,South Delhi,110048,0,0,1,0,10,14,14
27-12-2025,South Delhi,110049,2,0,0,1,30,0,0
27-12-2025,South Delhi,110062,19,3,1,9,119,112,107
27-12-2025,South Delhi,110065,2,1,0,2,32,27,15
27-12-2025,South Delhi,110068,1,1,0,1,34,20,24
27-12-2025,South Delhi,110074,6,3,0,3,50,0,0
27-12-2025,South Delhi,110076,11,0,0,2,88,48,34
27-12-2025,South Delhi,110080,7,0,0,2,35,0,0
27-12-2025,South East Delhi,110025,1,0,0,0,0,0,0
27-12-2025,South West Delhi,110022,1,0,0,3,20,0,0
27-12-2025,South West Delhi,110023,3,0,0,4,35,22,14
27-12-2025,South West Delhi,110028,3,0,0,6,40,14,14
27-12-2025,South West Delhi,110037,4,2,0,4,49,0,0
27-12-2025,South West Delhi,110043,3,4,0,22,256,146,120
27-12-2025,South West Delhi,110045,9,3,0,8,81,110,82
27-12-2025,South West Delhi,110046,3,2,0,3,39,29,24
27-12-2025,South West Delhi,110061,0,1,0,2,14,6,12
27-12-2025,South West Delhi,110067,1,0,0,1,6,0,0
27-12-2025,South West Delhi,110070,1,4,0,5,28,22,13
27-12-2025,South West Delhi,110071,2,1,0,5,37,0,0
27-12-2025,South West Delhi,110072,1,0,0,0,0,0,0
27-12-2025,South West Delhi,110073,2,1,0,3,22,20,10
27-12-2025,South West Delhi,110075,2,2,0,2,28,0,0
27-12-2025,South West Delhi,110077,3,0,0,15,68,29,16
27-12-2025,South West Delhi,110078,7,0,0,6,50,42,36
27-12-2025,West Delhi,110015,7,2,0,3,48,20,12
27-12-2025,West Delhi,110018,11,6,0,0,0,0,0
27-12-2025,West Delhi,110026,1,1,0,2,20,12,2
27-12-2025,West Delhi,110027,4,1,0,1,52,0,0
27-12-2025,West Delhi,110041,11,0,0,23,144,0,0
27-12-2025,West Delhi,110043,2,1,0,2,13,44,14
27-12-2025,West Delhi,110058,4,1,0,3,25,34,32
27-12-2025,West Delhi,110059,20,8,0,54,670,242,214
27-12-2025,West Delhi,110063,2,0,0,2,68,36,22
27-12-2025,West Delhi,110087,1,0,0,0,0,0,0
28-09-2025,Central Delhi,110005,1,0,0,0,0,0,0
28-09-2025,East Delhi,110091,3,1,0,0,0,62,74
28-09-2025,East Delhi,110092,0,2,0,0,0,84,76
28-09-2025,East Delhi,110095,0,1,0,0,0,11,19
28-09-2025,East Delhi,110096,1,0,0,0,0,28,62
28-09-2025,North Delhi,110006,0,1,0,0,0,5,16
28-09-2025,North East,110053,2,0,0,0,0,0,0
28-09-2025,North East Delhi,110093,1,0,0,0,0,16,30
28-09-2025,North East Delhi,110094,0,1,0,0,0,72,66
28-09-2025,North West Delhi,110034,1,0,0,0,0,7,9
28-09-2025,North West Delhi,110042,1,1,0,0,0,38,44
28-09-2025,North West Delhi,110052,1,2,0,0,0,11,17
28-09-2025,North West Delhi,110085,0,1,0,0,0,10,12
28-09-2025,South Delhi,110017,0,1,0,0,0,1,3
28-09-2025,South Delhi,110044,2,3,0,0,0,46,52
28-09-2025,South Delhi,110047,0,1,0,0,0,0,0
28-09-2025,South Delhi,110062,0,1,0,0,0,18,14
28-09-2025,South Delhi,110076,0,1,0,0,0,30,38
28-09-2025,South West Delhi,110046,1,0,0,0,0,0,0
28-09-2025,West Delhi,110018,1,0,0,0,0,4,17
28-09-2025,West Delhi,110058,1,0,0,0,0,0,0
28-10-2025,Central Delhi,110002,3,1,0,2,19,0,0
28-10-2025,Central Delhi,110003,1,1,1,1,17,10,12
28-10-2025,Central Delhi,110005,2,0,0,0,29,15,29
28-10-2025,Central Delhi,110008,2,2,0,2,34,18,33
28-10-2025,Central Delhi,110012,2,0,0,0,7,2,13
28-10-2025,Central Delhi,110055,4,1,0,1,17,0,0
28-10-2025,East Delhi,110031,4,1,0,3,32,0,0
28-10-2025,East Delhi,110032,2,0,0,0,14,0,0
28-10-2025,East Delhi,110051,4,0,0,2,37,8,30
28-10-2025,East Delhi,110053,1,0,0,0,3,0,0
28-10-2025,East Delhi,110091,14,4,0,5,35,33,58
28-10-2025,East Delhi,110092,12,3,0,6,81,39,49
28-10-2025,East Delhi,110095,4,1,0,2,23,19,42
28-10-2025,East Delhi,110096,6,0,0,8,98,56,88
28-10-2025,New Delhi,110021,1,0,0,1,10,2,1
28-10-2025,North Delhi,110006,3,1,0,1,32,24,46
28-10-2025,North Delhi,110007,4,0,0,0,52,6,50
28-10-2025,North Delhi,110054,2,2,0,2,11,5,11
28-10-2025,North Delhi,110084,9,2,0,24,108,56,90
28-10-2025,North East,110053,4,1,0,0,23,2,48
28-10-2025,North East,110093,2,0,0,0,9,0,0
28-10-2025,North East,110094,1,1,0,0,46,4,118
28-10-2025,North East Delhi,110032,3,1,0,3,13,23,37
28-10-2025,North East Delhi,110053,10,6,0,16,142,120,198
28-10-2025,North East Delhi,110093,6,6,0,4,35,56,63
28-10-2025,North East Delhi,110094,13,8,0,12,114,0,0
28-10-2025,North West Delhi,110009,0,1,0,1,9,0,0
28-10-2025,North West Delhi,110033,7,2,0,4,39,28,75
28-10-2025,North West Delhi,110034,3,0,0,3,46,0,0
28-10-2025,North West Delhi,110035,4,4,0,5,16,10,13
28-10-2025,North West Delhi,110036,6,1,0,3,21,15,31
28-10-2025,North West Delhi,110039,3,1,0,10,60,56,76
28-10-2025,North West Delhi,110040,3,2,0,8,28,0,0
28-10-2025,North West Delhi,110042,9,6,0,7,50,0,0
28-10-2025,North West Delhi,110052,6,0,0,6,60,26,66
28-10-2025,North West Delhi,110056,1,0,0,1,0,0,0
28-10-2025,North West Delhi,110081,8,1,0,4,26,0,0
28-10-2025,North West Delhi,110082,2,1,0,0,7,0,0
28-10-2025,North West Delhi,110083,6,1,0,6,34,128,114
28-10-2025,North West Delhi,110085,8,0,0,10,58,0,0
28-10-2025,North West Delhi,110086,17,4,1,8,111,0,0
28-10-2025,North West Delhi,110088,3,4,0,2,13,0,0
28-10-2025,North West Delhi,110089,1,0,0,4,22,22,34
28-10-2025,Shahdara,110095,0,1,0,4,12,0,0
28-10-2025,South Delhi,110016,2,0,0,2,20,6,6
28-10-2025,South Delhi,110017,5,0,0,4,31,0,0
28-10-2025,South Delhi,110019,7,1,0,3,35,0,0
28-10-2025,South Delhi,110020,2,1,0,1,13,7,6
28-10-2025,South Delhi,110025,9,0,0,3,49,41,33
28-10-2025,South Delhi,110030,3,2,0,3,17,21,30
28-10-2025,South Delhi,110044,7,5,0,4,63,0,0
28-10-2025,South Delhi,110047,4,1,0,2,24,18,44
28-10-2025,South Delhi,110048,3,0,0,2,14,8,20
28-10-2025,South Delhi,110049,1,1,0,1,8,1,5
28-10-2025,South Delhi,110062,15,3,0,3,74,47,83
28-10-2025,South Delhi,110065,2,1,1,0,17,0,0
28-10-2025,South Delhi,110074,7,0,0,2,40,16,48
28-10-2025,South Delhi,110076,4,0,0,1,24,12,19
28-10-2025,South Delhi,110080,2,0,0,2,7,5,4
28-10-2025,South West Delhi,110010,3,0,0,1,6,2,9
28-10-2025,South West Delhi,110023,1,0,0,1,7,0,0
28-10-2025,South West Delhi,110029,1,0,0,1,6,2,1
28-10-2025,South West Delhi,110037,4,1,0,4,23,12,8
28-10-2025,South West Delhi,110043,7,3,0,7,72,0,0
28-10-2025,South West Delhi,110045,8,1,0,8,90,34,64
28-10-2025,South West Delhi,110046,0,2,0,2,20,0,0
